GEOID,District,Total,Total_VAP,White,Hispanic,Black,Native,Asian,Pacific,D_votes,R_votes
3702700PR25,8,2806,2211,2007,68,58,53,13,0,251.16666666666666,1037.5
3702700PR29,8,5041,3982,2902,484,445,92,79,9,683.6666666666666,1194.8333333333333
3702700PR30,8,4861,3740,2511,405,746,90,21,9,817.3333333333334,924.6666666666666
3702700PR31,8,2583,1997,1548,123,269,36,7,2,330.8333333333333,707.5
3702700PR32,8,3390,2872,2668,47,56,67,15,0,434.6666666666667,1515.0
3702700PR33,8,8538,6827,6108,340,217,110,42,2,913.6666666666666,3331.6666666666665
3702700PR34,8,6118,4779,4388,133,105,81,72,2,893.1666666666666,2665.6666666666665
3702700PR35,8,3943,3111,2870,96,47,77,11,1,298.6666666666667,1576.0
370290000CH,6,3774,2894,2254,90,422,81,43,13,604.5,1469.5
370290000SH,6,2529,1967,1640,40,150,72,51,3,321.8333333333333,999.0
370290000SM,6,4052,3026,2441,69,363,88,51,10,508.6666666666667,1506.1666666666667
3703100ABCH,4,1398,1313,1237,37,12,23,8,1,280.3333333333333,858.0
3703100ATSL,4,863,752,701,24,9,16,4,0,112.33333333333333,354.6666666666667
3703100BCRK,4,2539,2047,1799,85,65,64,18,4,320.6666666666667,1127.1666666666667
3703100BFT1,4,1744,1559,1234,46,239,24,20,6,658.1666666666666,498.0
3703100BFT2,4,4459,3771,3325,69,253,80,20,8,1051.5,1605.8333333333333
3703100BOGU,4,3872,3012,2690,94,117,54,34,14,467.8333333333333,1757.5
3703100CCCP,4,3889,3132,2822,98,54,77,56,12,560.6666666666666,1919.6666666666667
3703100CISL,4,251,209,204,0,0,5,0,0,29.5,100.83333333333333
3703100DASW,4,784,657,625,2,9,18,2,3,100.33333333333333,410.3333333333333
3703100EMIS,4,3844,3382,3164,84,19,51,46,3,934.1666666666666,2014.1666666666667
3703100HAIS,4,1127,1003,969,9,6,18,0,0,154.5,630.6666666666666
3703100IBSP,4,392,358,343,4,4,5,2,0,102.66666666666667,181.33333333333334
3703100MASM,4,773,645,602,12,5,18,3,3,154.66666666666666,342.5
3703100MCRK,4,642,520,475,16,4,20,2,0,67.5,343.8333333333333
3703100MERR,4,580,524,446,11,38,15,10,5,135.5,262.8333333333333
3703100MHD1,4,3259,2603,2046,210,251,37,49,3,614.3333333333334,1210.1666666666667
3703100MHD2,4,4058,3447,2752,226,329,73,62,11,752.3333333333334,1237.8333333333333
3703100MHD3,4,4154,3453,3048,95,163,82,53,8,772.1666666666666,1779.0
3703100MHD4,4,3319,2784,2576,60,28,39,67,6,625.5,1590.6666666666667
3703100NPT1,4,5237,4279,3390,164,449,131,126,12,653.1666666666666,1807.8333333333333
3703100NPT2,4,4193,3337,2846,141,156,117,64,7,423.1666666666667,1655.5
3703100NRIV,4,863,695,347,8,307,15,11,1,292.5,209.0
3703100PELE,4,1764,1483,1344,41,20,46,26,4,230.16666666666666,759.8333333333334
3703100PKNL,4,1390,1233,1191,12,4,14,5,1,392.1666666666667,689.5
3703100STEL,6,2209,1686,1504,62,67,36,13,3,240.66666666666666,926.1666666666666
3703100WIHA,4,2432,1954,1661,53,156,58,17,2,382.1666666666667,1015.3333333333334
3703100WILD,4,5057,4192,3421,344,266,79,57,13,700.5,1791.0
370310OTBEG,4,2594,2183,2085,26,6,34,9,5,329.5,1122.1666666666667
370330000PH,13,2557,2050,1510,48,434,47,3,1,505.5,881.6666666666666
3703300ANDE,13,1262,1003,735,45,192,18,5,1,183.5,469.8333333333333
3703300LEAS,13,829,685,402,22,249,14,3,0,239.0,263.3333333333333
3703300LOCU,13,2783,2251,1157,68,1002,34,6,2,836.0,654.6666666666666
3703300MILT,13,2668,2189,1120,55,983,46,14,1,879.3333333333334,626.3333333333334
3703300PELH,13,4161,3344,2474,119,644,76,30,10,692.0,1449.3333333333333
3703300STON,13,3149,2548,1858,132,502,70,10,9,550.0,1095.8333333333333
3703300YANC,13,4282,3683,1699,159,1754,51,23,5,830.6666666666666,682.8333333333334
370330PROVI,13,1045,843,615,16,204,1,5,1,224.33333333333334,395.6666666666667
37035000001,9,4700,3775,3408,119,105,90,53,2,432.0,2187.1666666666665
37035000002,9,3234,2570,2315,88,70,53,55,10,338.3333333333333,1371.1666666666667
37035000003,9,3491,2751,2314,121,137,56,114,0,414.6666666666667,1307.3333333333333
37035000004,9,1448,1117,623,131,191,31,118,7,276.6666666666667,295.1666666666667
37035000005,9,4896,3849,3007,253,366,105,108,3,630.1666666666666,1716.5
37035000006,9,3365,2658,2235,95,188,53,89,3,510.3333333333333,1318.5
37035000007,9,4931,3754,2410,549,502,103,209,6,810.8333333333334,1265.0
37035000008,9,3461,2850,2393,156,125,59,119,4,608.5,1382.0
37035000009,9,3568,2819,2421,153,133,82,24,1,306.3333333333333,1561.6666666666667
37035000010,9,1082,825,388,136,269,19,27,4,230.83333333333334,153.5
37035000011,9,2024,1819,1376,119,266,28,34,3,358.8333333333333,362.5
37035000012,9,2513,1980,722,302,855,67,62,6,748.3333333333334,236.0
37035000013,9,3021,2311,1219,353,601,61,85,3,584.8333333333334,413.8333333333333
37035000014,9,2188,1781,1501,89,106,54,40,5,556.6666666666666,664.0
37035000015,9,1155,822,126,82,594,20,14,0,406.1666666666667,30.666666666666668
37035000016,9,4587,3719,2546,449,533,77,143,5,765.1666666666666,993.0
37035000017,9,3404,2609,1637,407,354,72,138,6,446.5,662.6666666666666
37035000019,9,1798,1450,952,167,181,42,105,4,297.3333333333333,518.3333333333334
37035000020,9,5010,3899,3083,307,318,105,94,4,599.8333333333334,1790.8333333333333
37035000021,9,2519,2047,1830,63,70,46,14,2,279.6666666666667,1086.3333333333333
37035000022,9,5648,4397,3283,427,329,104,278,3,692.6666666666666,1777.0
37035000023,9,5644,4358,3743,120,248,85,156,7,955.0,2261.8333333333335
37035000024,9,5642,4388,3722,161,204,98,195,2,806.6666666666666,2283.6666666666665
37035000025,9,3829,2981,1858,573,355,94,130,2,563.1666666666666,825.1666666666666
37035000026,9,2414,1946,1690,75,107,39,39,1,628.1666666666666,816.6666666666666
37035000027,9,5888,4655,3797,213,177,106,338,8,621.1666666666666,2213.5
37035000028,9,6065,4398,2612,1186,322,152,202,8,710.8333333333334,1458.0
37035000029,9,6691,5129,4010,610,192,168,192,6,860.0,2393.8333333333335
37035000030,9,6482,5090,3573,613,507,125,289,10,1059.5,1614.0
37035000031,9,6123,5000,4469,140,209,108,55,5,892.1666666666666,2748.5
37035000032,9,4844,3782,2548,443,491,73,218,2,803.5,1312.5
37035000033,9,7185,5510,4062,541,241,198,509,10,840.5,2379.5
37035000034,9,6010,4781,3930,214,268,95,265,2,885.3333333333334,2345.0
37035000035,9,5131,4010,2806,487,359,103,269,7,703.6666666666666,1299.6666666666667
37035000036,9,3092,2448,2009,174,162,50,59,2,731.5,1073.6666666666667
37035000037,9,4097,3312,2263,430,471,82,87,3,824.3333333333334,999.5
37035000038,9,3675,3026,2620,120,140,43,101,1,829.1666666666666,1466.0
37035000039,9,2939,2334,2021,85,88,61,90,0,608.8333333333334,1296.6666666666667
37035000040,9,2262,1833,1304,178,261,41,60,0,444.3333333333333,653.8333333333334
37035000041,9,4554,3783,3461,132,86,60,34,5,634.8333333333334,2025.6666666666667
37037000003,11,2528,2038,1651,166,155,42,12,5,400.8333333333333,955.8333333333334
37037000006,11,1089,839,741,31,44,24,2,3,103.5,524.1666666666666
37037000009,11,2059,1654,1336,108,165,40,7,0,339.0,800.8333333333334
37037000015,11,2779,2305,1794,133,246,62,54,4,1186.3333333333333,666.8333333333334
37037000018,11,3060,2476,1800,102,519,55,10,2,672.3333333333334,1151.5
37037000020,11,2688,2126,1580,165,297,48,26,0,614.6666666666666,907.8333333333334
37037000021,11,1948,1568,1370,70,63,39,9,1,629.0,665.5
37037000024,11,1113,864,787,27,23,25,0,0,72.66666666666667,536.1666666666666
37037000030,11,2370,1913,1487,97,249,57,12,3,607.3333333333334,784.0
37037000042,11,2486,2062,1754,65,118,43,58,1,709.5,926.0
37037000045,11,1263,1060,869,33,131,31,4,1,328.6666666666667,468.0
37037000075,11,5166,4547,3744,101,288,39,345,2,2097.3333333333335,1746.1666666666667
37037000078,11,6004,5164,4422,253,233,65,167,5,2777.3333333333335,1500.5
37037000085,11,5211,3882,1808,1227,764,86,49,3,967.0,985.5
37037ESC114,11,8108,5785,2205,2234,1268,194,45,3,1602.5,1308.1666666666667
37037MCH110,11,11079,8391,6991,380,467,158,325,8,4868.166666666667,1887.8333333333333
37037NWM117,11,7778,6420,4758,765,488,100,313,9,3346.8333333333335,1567.6666666666667
37037PIT113,11,9556,7694,5436,534,1423,139,146,10,3513.8333333333335,2320.0
3703900ANNW,3,2311,1824,1599,71,27,98,22,2,261.1666666666667,799.8333333333334
3703900ANSW,3,2143,1687,1494,63,38,97,0,1,252.66666666666666,812.8333333333334
3703900BELL,3,1614,1403,1271,47,13,55,5,0,218.0,686.8333333333334
3703900BRAS,3,977,829,765,14,4,29,5,1,177.0,484.8333333333333
3703900CSON,3,1233,1052,944,10,8,67,2,0,126.0,495.6666666666667
3703900GCRK,3,601,500,441,5,3,48,1,1,45.666666666666664,281.6666666666667
3703900HANG,3,865,723,667,8,6,36,2,1,83.0,473.1666666666667
3703900HIWA,3,2513,2185,2038,34,18,84,7,0,304.6666666666667,1106.1666666666667
3703900HOTH,3,1770,1540,1424,35,17,57,0,2,211.83333333333334,798.5
3703900MARB,3,1968,1589,1400,40,22,116,11,0,181.33333333333334,787.1666666666666
3703900MURN,3,2819,2343,1966,46,138,149,41,1,414.3333333333333,1035.8333333333333
3703900MURS,3,3415,2825,2473,92,69,141,47,7,388.5,1219.1666666666667
3703900PCHT,3,3077,2606,2354,55,20,127,16,2,356.0,1214.0
3703900RGER,3,2178,1866,1725,41,12,83,10,0,297.8333333333333,940.8333333333334
3703900TOPT,3,580,483,443,7,6,17,11,0,47.5,267.5
3703900UNKA,3,710,596,538,18,3,32,1,0,85.16666666666667,345.1666666666667
37041000001,6,2890,2301,931,92,1242,37,12,5,902.0,489.3333333333333
37041000002,6,4234,3399,2016,66,1240,46,36,7,1098.8333333333333,1201.6666666666667
37041000003,6,2208,1826,1575,80,110,38,17,4,209.16666666666666,1000.1666666666666
37041000004,6,1123,895,500,30,358,14,1,0,319.8333333333333,330.5
37041000005,6,1306,1072,863,30,160,10,5,3,161.66666666666666,544.6666666666666
37041000006,6,1947,1621,1091,39,459,23,11,0,462.1666666666667,683.1666666666666
3704300BRAS,3,995,846,784,16,9,29,2,0,174.83333333333334,445.0
3704300HAY1,3,1537,1264,1113,69,20,50,7,1,226.66666666666666,653.0
3704300HAY2,3,1802,1484,1364,62,14,34,10,1,292.6666666666667,731.5
3704300HAYC,3,614,476,420,33,3,9,4,4,84.5,228.66666666666666
3704300HIAW,3,1829,1571,1487,34,8,32,8,2,283.5,777.3333333333334
3704300SHCR,3,1477,1295,1221,23,9,34,11,0,166.0,736.3333333333334
3704300SWEE,3,1001,812,746,25,1,22,5,2,133.5,393.8333333333333
3704300TUSQ,3,807,659,616,13,6,12,9,0,125.83333333333333,392.1666666666667
3704300WARN,3,1027,827,775,12,10,22,2,1,127.83333333333333,413.5
370450000BR,9,7637,6141,4981,214,758,125,60,6,959.1666666666666,2486.8333333333335
37045000S-5,9,3428,2769,1778,65,866,38,20,0,927.3333333333334,978.3333333333334
37045000S-C,9,10609,8358,4822,369,2958,176,84,11,2565.1666666666665,2188.0
37045000S-S,9,9509,7145,4226,331,2361,166,82,0,1997.5,2122.3333333333335
3704500KM-N,9,7294,5659,4081,184,1172,134,56,5,1220.1666666666667,2185.5
3704500KM-S,9,6478,5086,3615,166,1069,86,152,8,1170.6666666666667,1966.1666666666667
3704500LATT,9,4308,3367,2774,153,334,71,30,0,433.8333333333333,1546.0
3704500S-4A,9,6606,5237,3136,190,1813,75,25,2,1646.1666666666667,1679.6666666666667
3704500WACO,9,5152,4052,2923,174,772,124,56,6,767.0,1574.3333333333333
370450CASAR,9,1852,1467,1421,12,10,20,7,0,110.83333333333333,941.5
370450MULLS,9,2953,2372,2208,63,53,35,8,2,261.5,1177.0
370450RIPPY,9,5785,4419,3220,143,933,99,25,1,832.1666666666666,1773.5
37045BETHWR,9,2605,2040,1646,58,248,27,60,2,310.6666666666667,1049.1666666666667
37045FALSTN,9,2263,1770,1588,31,90,42,15,1,200.33333333333334,959.5
37045GROVER,9,4944,3839,3022,95,524,74,105,9,580.8333333333334,1714.8333333333333
37045KINGST,9,1135,906,413,10,472,8,7,0,435.3333333333333,240.16666666666666
37045LAWNDL,9,2510,1959,1318,45,537,52,11,0,573.0,707.1666666666666
37045MRB-YO,9,2255,1763,1542,45,127,35,8,1,228.16666666666666,879.6666666666666
37045OAKGRV,9,5223,4059,3424,137,327,102,42,2,557.8333333333334,2014.6666666666667
37045POLKVL,9,3357,2679,2438,44,124,45,17,1,339.1666666666667,1414.1666666666667
37045SHANGI,9,3616,2945,2333,66,469,39,26,0,566.8333333333334,1402.3333333333333
37047000P03,4,805,625,440,74,95,15,4,1,91.83333333333333,276.0
37047000P04,4,562,442,251,34,143,18,1,0,91.33333333333333,153.0
37047000P05,4,488,409,342,20,41,5,1,1,59.0,240.66666666666666
37047000P06,4,1088,866,671,18,159,16,0,4,152.0,462.3333333333333
37047000P07,4,4088,3207,1671,90,1332,116,18,1,1053.0,1044.0
37047000P08,4,632,481,426,25,14,12,3,0,24.333333333333332,257.1666666666667
37047000P09,4,1281,1053,560,34,425,31,2,1,356.5,358.0
37047000P10,4,1085,843,782,21,23,13,5,0,66.0,522.8333333333334
37047000P11,4,1819,1590,894,136,510,40,8,3,127.33333333333333,478.1666666666667
37047000P12,4,256,218,201,7,1,8,0,0,33.0,137.0
37047000P13,4,949,776,610,88,49,23,2,2,78.83333333333333,358.6666666666667
37047000P14,4,4423,3473,1983,181,1184,156,9,4,1142.1666666666667,1339.3333333333333
37047000P15,4,2921,2309,1343,62,831,80,6,0,644.1666666666666,834.6666666666666
37047000P17,4,1569,1258,447,74,639,118,3,2,500.3333333333333,278.6666666666667
37047000P18,4,776,602,405,22,159,26,0,0,145.66666666666666,231.33333333333334
37047000P19,4,3375,2716,1528,82,1024,71,27,4,819.0,808.0
37047000P21,4,1452,1136,790,12,298,23,10,1,264.8333333333333,568.1666666666666
37047000P23,4,2624,2075,1216,70,729,62,15,1,641.0,844.1666666666666
37047000P24,4,2786,2117,1796,58,232,30,2,0,178.0,1198.5
3704700P01A,4,2235,1730,1111,94,447,84,7,2,453.8333333333333,669.3333333333334
3704700P02B,4,1315,1030,277,28,390,342,5,0,433.3333333333333,269.6666666666667
3704700P16B,4,2087,1747,1103,28,188,418,15,0,404.8333333333333,770.0
3704700P20A,4,1396,1023,394,60,537,28,8,0,334.6666666666667,200.5
3704700P22A,4,2853,2265,1602,140,470,59,7,1,464.6666666666667,955.5
3704700P25B,4,1834,1396,1253,24,74,45,6,0,98.5,827.5
3704700P26B,4,5924,4929,2583,168,2079,60,29,4,907.6666666666666,1199.1666666666667
37049000002,6,18203,14012,8486,1812,2619,467,703,111,2191.3333333333335,3602.6666666666665
37049000003,6,4077,3308,3120,40,48,38,38,1,852.1666666666666,2014.6666666666667
37049000005,6,2902,2548,2214,54,213,37,35,0,697.1666666666666,1243.0
37049000007,6,3200,2509,1677,79,705,40,26,2,714.1666666666666,1078.5
37049000011,6,4162,3340,2701,167,346,79,37,4,473.0,1525.8333333333333
37049000016,6,5793,4503,3535,217,551,107,95,7,924.8333333333334,1987.6666666666667
37049000017,6,3584,2660,2018,191,261,75,114,16,435.8333333333333,1261.3333333333333
37049000019,6,3901,3144,1766,137,1103,96,50,6,1029.1666666666667,1117.1666666666667
37049000020,6,3446,3086,2745,86,151,46,29,0,870.3333333333334,1581.8333333333333
37049000021,6,3834,2929,2441,80,273,58,70,8,672.1666666666666,1625.1666666666667
37049000023,6,7315,5605,4392,273,688,83,151,14,1434.6666666666667,2524.6666666666665
370490000N1,6,2568,2188,1302,55,763,34,58,7,925.6666666666666,595.6666666666666
370490000N2,6,3146,2454,789,147,1416,43,84,6,1134.8333333333333,341.8333333333333
370490000N4,6,7914,6194,3239,483,1828,118,545,7,1814.0,1327.3333333333333
370490000N6,6,6157,5075,3492,192,984,75,320,7,1539.8333333333333,1851.0
3704900CFB8,6,1942,1532,1056,65,375,28,8,0,397.1666666666667,710.5
3704900CLR4,6,3021,2357,1382,106,759,36,76,6,764.6666666666666,823.3333333333334
3704900DFB9,6,1146,926,517,54,322,31,11,1,285.3333333333333,359.1666666666667
3704900N3N5,6,5473,4320,2255,257,1406,120,329,8,1486.6666666666667,1078.6666666666667
3704900TE13,6,1742,1396,1211,25,113,31,10,0,154.5,765.5
3704900VE14,6,7194,5697,3572,227,1737,133,17,2,1174.0,1905.6666666666667
37051000G1A,5,3832,2782,797,165,1579,225,38,11,982.8333333333334,463.6666666666667
37051000G1B,5,5511,4228,2552,250,1136,195,108,37,1220.0,1765.1666666666667
37051000G2A,5,6411,5160,1797,475,2672,161,182,21,2194.5,944.3333333333334
37051000G2B,5,7491,5821,2260,568,2693,162,220,35,1894.5,1042.8333333333333
37051000G2D,5,6028,4504,2213,361,1593,131,251,29,1649.0,1324.5
37051000G3B,5,1974,1519,656,147,632,84,32,9,432.6666666666667,339.5
37051000G3C,5,2048,1600,876,113,509,105,32,2,406.8333333333333,536.6666666666666
37051000G4A,5,2283,1804,859,159,657,111,51,20,583.6666666666666,430.8333333333333
37051000G4B,5,2684,2137,1114,165,669,142,67,10,590.1666666666666,655.1666666666666
37051000G4C,5,3664,2591,775,367,1269,169,93,22,891.0,359.5
37051000G5C,5,3855,2950,906,348,1557,133,83,17,972.0,458.8333333333333
37051000G6A,5,6542,4994,3596,241,798,307,96,17,968.3333333333334,2413.8333333333335
37051000G6B,5,1623,1274,989,70,157,60,7,0,216.5,644.8333333333334
37051000G6C,5,2689,2131,1336,101,540,141,9,0,542.8333333333334,853.0
37051000G7A,5,1829,1402,1020,64,245,48,27,5,266.6666666666667,680.8333333333334
37051000G7B,5,1718,1325,986,38,215,56,17,0,241.16666666666666,664.5
37051000G8A,5,5969,4365,1682,487,1867,171,230,42,1586.3333333333333,914.8333333333334
37051000G8B,5,4434,2913,1403,376,887,93,209,9,940.1666666666666,785.0
37051000G8C,5,4025,3037,1302,359,1213,140,86,16,928.3333333333334,611.8333333333334
37051000G8D,5,4633,3475,1862,415,1007,156,101,14,956.6666666666666,1047.8333333333333
37051000G9A,5,4437,3326,1579,323,1204,175,115,14,1020.3333333333334,951.3333333333334
3705100AH49,5,5381,4202,1343,472,2142,208,186,24,1596.5,627.6666666666666
3705100AL51,5,7084,5411,3537,291,1172,323,94,17,1284.1666666666667,2482.0
3705100CC01,5,3736,2931,512,154,2184,104,28,13,1302.6666666666667,180.5
3705100CC03,5,3103,2524,945,318,1037,94,179,26,555.1666666666666,276.5
3705100CC04,5,1571,1328,854,95,337,35,27,2,457.8333333333333,352.6666666666667
3705100CC05,5,3189,2415,486,179,1704,89,40,7,1053.5,141.16666666666666
3705100CC06,5,1867,1546,898,139,389,78,43,15,401.0,407.6666666666667
3705100CC07,5,1510,1194,931,70,134,39,21,9,342.3333333333333,419.5
3705100CC08,5,1663,1340,984,63,217,30,51,2,416.3333333333333,636.8333333333334
3705100CC10,5,1710,1291,547,75,607,37,38,4,476.3333333333333,312.6666666666667
3705100CC12,5,2253,1714,1419,79,104,44,66,3,415.3333333333333,911.8333333333334
3705100CC13,5,3379,2940,330,83,2473,29,38,5,1093.0,75.66666666666667
3705100CC14,5,4210,3340,1900,284,841,95,246,14,847.5,1089.8333333333333
3705100CC15,5,3871,3206,1941,215,701,99,270,11,855.8333333333334,1093.0
3705100CC16,5,2396,1901,67,55,1781,34,11,7,1370.8333333333333,45.0
3705100CC17,5,3517,2687,447,179,2024,75,43,15,1430.8333333333333,205.83333333333334
3705100CC18,5,2139,1672,1140,91,323,41,83,2,441.5,728.5
3705100CC19,5,1080,732,62,37,615,41,1,7,495.0,53.0
3705100CC21,5,5451,4247,1280,384,2421,157,112,37,1580.8333333333333,641.1666666666666
3705100CC24,5,2622,2058,723,272,942,84,123,11,591.8333333333334,333.3333333333333
3705100CC25,5,3058,2394,1056,287,873,80,152,17,776.3333333333334,502.5
3705100CC26,5,5680,4604,1403,532,2304,141,319,54,1720.5,527.5
3705100CC27,5,7776,5810,1474,835,3256,203,231,58,1844.8333333333333,564.5
3705100CC29,5,4027,3055,1000,401,1454,87,176,21,983.1666666666666,428.8333333333333
3705100CC31,5,3349,2595,1111,377,970,144,74,27,729.6666666666666,517.8333333333334
3705100CC32,5,2356,1781,428,221,1003,44,114,27,670.5,161.5
3705100CC33,5,3342,2623,888,322,1196,72,169,23,1077.1666666666667,561.8333333333334
3705100CC34,5,2782,2362,1270,155,543,63,307,25,700.5,864.3333333333334
3705100CU02,5,2968,2296,1038,260,847,122,66,7,739.3333333333334,553.5
3705100G10A,5,7452,5428,2682,489,1670,176,449,27,1756.6666666666667,1809.3333333333333
3705100G10B,5,4583,3389,1670,312,1160,199,117,15,1038.1666666666667,916.1666666666666
3705100G10C,5,6907,4691,2540,480,1120,275,344,43,1148.1666666666667,1567.6666666666667
3705100G11B,5,23496,18738,9977,4148,3397,420,965,227,802.1666666666666,837.1666666666666
3705100LI65,5,4941,3763,2537,221,740,164,79,21,857.1666666666666,1625.5
3705100LR63,5,7159,5222,1273,773,2970,151,233,65,2266.5,663.5
3705100MB62,5,4863,3503,835,429,2072,143,125,36,1458.5,362.3333333333333
3705100MR02,5,5118,3999,1262,604,1781,142,340,56,1277.8333333333333,628.5
3705100SH77,5,4224,3079,1832,219,824,163,45,16,844.0,1143.6666666666667
370510G2C-1,5,4468,3412,1519,329,1432,94,116,18,1309.0,838.5
370510G2C-2,5,4513,3253,1513,314,1203,88,192,25,966.0,806.6666666666666
370510G2E-1,5,3460,2544,602,173,1640,96,75,6,1147.3333333333333,284.8333333333333
370510G2E-2,5,4322,3348,693,341,2235,141,84,25,1439.1666666666667,264.1666666666667
370510G3A-1,5,6642,4631,1371,527,2459,261,136,40,1763.1666666666667,744.8333333333334
370510G3A-2,5,4547,3443,1486,369,1380,208,91,16,959.1666666666666,693.1666666666666
370510G5A-1,5,3824,2859,806,293,1590,111,110,18,1348.5,428.3333333333333
370510G5A-2,5,3428,2513,888,280,1164,88,159,26,1028.1666666666667,637.5
370510G5B-1,5,5184,3956,676,444,2686,111,145,18,1801.8333333333333,269.3333333333333
370510G5B-2,5,3739,2871,634,326,1734,74,142,29,1282.8333333333333,335.3333333333333
